GHO (CODE),GHO (DISPLAY),GHO (URL),YEAR (DISPLAY),STARTYEAR,ENDYEAR,REGION (CODE),REGION (DISPLAY),COUNTRY (CODE),COUNTRY (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Value,Low,High
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2009,2009,2009,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2019,2019,2019,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,16746.0,16 746 [12 703-22 389],12703.0,22389.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2017,2017,2017,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,71.46709,71.5 [57.7-90.6],57.68144,90.57099
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2011,2011,2011,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,8.46257,8.5 [6.6-10.7],6.56059,10.66088
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2015,2015,2015,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.06747,0.1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2012,2012,2012,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.33709,0.3,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2000,2000,2000,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,5048.95282,5049.0,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,440.10666,440.1,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2016,2016,2016,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,51.47997,51.5 [43.9-61.7],43.89252,61.67043
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1997,1997,1997,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,3976.0,3976 [3089-5010],3089.0,5010.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2000,2000,2000,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.05673,0.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2005,2005,2005,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,9.89904,9.9 [7.5-12.8],7.53942,12.7579
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,872.67333,873,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2006,2006,2006,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,5667.83335,5668,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1999,1999,1999,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,19.32424,19.3 [14.8-24.4],14.81175,24.44263
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2020,2020,2020,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,392.70288,393,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2001,2001,2001,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,18.63595,18.6 [14.6-23.1],14.56328,23.14299
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2011,2011,2011,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.25452,0.3,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2004,2004,2004,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,1992,1992,1992,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,3417.0,3417 [2948-3966],2948.0,3966.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,,,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2010,2010,2010,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,54.44489,54.4 [42.9-68.6],42.86923,68.58618
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,2014,2014,2014,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,27.79457,27.8 [22.6-34.8],22.56793,34.77381
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008,2008,2008,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,782.6931,783,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2006,2006,2006,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.05911,0.1,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1981,1981,1981,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,28052.0,28 052 [26 302-29 963],26302.0,29963.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,769.71717,769.7,,
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2009,2009,2009,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,80.90386,80.9 [73.3-89.8],73.33302,89.7585
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2016,2016,2016,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,21.0,21.0,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1976,1976,1976,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,130.77082,130.8 [121.1-141.7],121.08964,141.67378
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,5.17307,5.2,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2000,2000,2000,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1994,1994,1994,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,823.0,823 [429-1298],429.0,1298.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,1.78018,1.8,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2010,2010,2010,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,5.41622,5.4,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2014,2014,2014,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,5.11237,5.1,,
WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/mortality-rate-among-children-ages-5-to-9-years-%28per-1000-children-aged-5%29,2015,2015,2015,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,7.17644,7.2 [5.2-9.3],5.24045,9.33172
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2008,2008,2008,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.35265,0.4,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2003,2003,2003,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.03715,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2015,2015,2015,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,4.89134,4.9,,
WHOSIS_000014,Stillbirth rate (per 1000 total births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/stillbirth-rate-%28per-1000-total-births%29,2021,2021,2021,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,17.71701,17.72 [10.62-29.63],10.62285,29.63345
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,2005,2005,2005,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,29.66291,29.7 [26.0-35.1],25.95723,35.09896
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2020,2020,2020,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,2490.0,2490 [1472-4014],1472.0,4014.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2004,2004,2004,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
WHOSIS_000003,Neonatal mortality rate (per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/neonatal-mortality-rate-%28per-1000-live-births%29,1997,1997,1997,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,31.97435,32.0 [28.1-37.7],28.14709,37.74923
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2000,2000,2000,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,3290.63891,3291,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2013,2013,2013,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.34077,0.3,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2002,2002,2002,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,17.92273,17.9 [13.9-22.4],13.92827,22.36846
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,2020,2020,2020,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,60.15697,60.2 [44.2-83.6],44.19147,83.63819
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2016,2016,2016,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,18183.0,18 183 [15 117-22 457],15117.0,22457.0
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2003,2003,2003,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,10.37941,10.4 [8.0-13.3],7.9603,13.30835
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2020,2020,2020,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,1874.81181,1875,,
CM_04,Number of deaths among children ages 5 to 9 years,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-children-ages-5-to-9-years,1997,1997,1997,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,1544.0,1544 [1313-1812],1313.0,1812.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,41.3573,41,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2007,2007,2007,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,9.07061,9.1,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2012,2012,2012,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.00344,0,,
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,1993,1993,1993,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,100.21371,100.2 [93.8-107.3],93.75488,107.30839
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2011,2011,2011,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,3943.83735,3944,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2017,2017,2017,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.2085,0.2,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2016,2016,2016,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,2.33429,2.3,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2016,2016,2016,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,1075.0,1075 [253-2166],253.0,2166.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2009,2009,2009,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.31698,0.3,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1996,1996,1996,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,1283.0,1283 [990-1649],990.0,1649.0
MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/under-five-mortality-rate-%28probability-of-dying-by-age-5-per-1000-live-births%29,1980,1980,1980,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,179.53447,179.5 [166.1-194.1],166.08927,194.05793
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2012,2012,2012,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,4.9085,4.9,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2008,2008,2008,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2011,2011,2011,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.04228,0,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2018,2018,2018,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,3247.15314,3247,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.0,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2012,2012,2012,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.0,0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001,2001,2001,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.08238,0.1,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2003,2003,2003,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.16931,0.2,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,792.52578,792.5,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2007,2007,2007,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.00188,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2000,2000,2000,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_DAYS0-27,0-27 days,0.55368,0.6,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,1961,1961,1961,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,17290.0,17 290 [15 131-19 596],15131.0,19596.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2002,2002,2002,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.04484,0,,
CM_01,Number of under-five deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-under-five-deaths,2016,2016,2016,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,8180.0,8180 [6753-10 140],6753.0,10140.0
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2003,2003,2003,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.08434,0.1,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,1992,1992,1992,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,9.30544,9.3 [4.6-14.8],4.62637,14.75257
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2021,2021,2021,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,606.0,606 [315-1025],315.0,1025.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2002,2002,2002,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,702.21428,702,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2008,2008,2008,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001,2001,2001,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.03545,0,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2007,2007,2007,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,6.90582,6.9,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,1.95559,2.0,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2001,2001,2001,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,0.06026,0.1,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2005,2005,2005,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,1830.15177,1830.2,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2014,2014,2014,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,208.1713,208.2,,
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2002,2002,2002,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,8109.0,8109 [7461-8763],7461.0,8763.0
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/deaths-per-1-000-live-births,2005,2005,2005,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_YEARS0-4,0-4 years,11.88978,11.9,,
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,2022,2022,2022,AMR,Americas,HTI,Haiti,SEX,SEX_MLE,Male,1388.0,1388 [791-2327],791.0,2327.0
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2021,2021,2021,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,0.0,0.0,,
MORT_100,Number of deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths,2009,2009,2009,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,452.67367,453,,
MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/adolescent-mortality-rate-per-1000-age-specific-cohort,2010,2010,2010,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,40.40799,40.4 [30.6-53.6],30.59094,53.569
DEATHADO,Number of deaths among adolescents (10 to 19 years of age),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-deaths-among-adolescents-10-19-years-of-age,1993,1993,1993,AMR,Americas,HTI,Haiti,SEX,SEX_BTSX,Both sexes,2448.0,2448 [1871-3186],1871.0,3186.0
CM_02,Number of infant deaths,https://www.who.int/data/gho/data/indicators/indicator-details/GHO/number-of-infant-deaths,2012,2012,2012,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,6668.0,6668 [5927-7567],5927.0,7567.0
MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/infant-mortality-rate-%28probability-of-dying-between-birth-and-age-1-per-1000-live-births%29,2003,2003,2003,AMR,Americas,HTI,Haiti,SEX,SEX_FMLE,Female,61.28873,61.3 [56.4-66.5],56.3705,66.46727
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/data/indicators/indicator-details/GHO/distribution-of-causes-of-death-among-children-aged-5-years-%28-%29,2000,2000,2000,AMR,Americas,HTI,Haiti,AGEGROUP,AGEGROUP_MONTHS1-59,1-59 months,0.31247,0.3,,
